cpu_usage,memory_util,disk_io,error_count,latency_sec,queue_depth,priority_level,dependency_count,retry_attempts,data_volume_mb,workflow_failed
0.6993428306022466,0.9998388591465006,0.1568221419151893,3,40.11723819681187,11,2,5,0,9833.838267872083,1
0.572347139765763,0.8811584207281922,0.020486814172065226,2,69.81789265888415,1,1,6,0,6386.7432048019355,0
0.7295377076201385,0.6649075924800436,0.1286909991898142,3,33.261326877711554,5,1,2,0,4484.418010448316,0
0.904605971281605,0.48826580557360655,0.03529677146342175,3,8.749848489793983,13,1,8,4,4962.295594433155,1
0.5531693250553328,0.8245558284033975,0.49544571302264406,5,27.686070341686648,14,2,4,2,6856.542755744933,0
0.5531726086101638,0.7483713463554375,0.8851589955185996,6,42.15131254242753,9,1,4,0,1105.5879879302756,1
0.9158425631014783,0.8737983050069331,0.02251939011973673,3,49.91318022857405,17,1,3,2,3350.68553072611,1
0.7534869458305817,0.8087929504204924,0.9310968702206057,5,2.300637442557587,15,1,8,2,845.1951859356782,0
0.5061051228130096,0.9123881788298338,0.22180546481662833,2,35.07413438983627,7,3,7,1,826.2715192175036,1
0.7085120087171929,0.5161911971098581,0.10681640288358062,2,12.054901450037672,12,2,3,3,2038.808494752914,0
0.5073164614375075,0.9793485164085814,0.023992987421871625,4,18.667361507611155,6,2,3,4,4904.007220472946,1
0.5068540492859486,0.6993999011730999,0.20831894903141807,3,46.91679248486784,16,1,1,2,7869.265779511615,1
0.6483924543132068,1.0,0.47471546705928536,2,44.92497078863798,5,1,8,4,4906.409322542138,1
0.2173439510684404,0.47770304547760806,0.3683633573350949,1,16.43695077604882,9,3,2,1,3421.2184445526104,0
0.2550164334973934,1.0,0.015459368848813937,5,26.843159579198336,14,1,3,0,915.2946043339056,1
0.48754249415180545,0.699477695865662,0.022708747217475744,3,19.27836409758293,8,1,6,2,5547.925679512983,0
0.39743377593311524,0.48714549909638794,0.1546877793648263,4,87.83405979913535,14,1,9,3,2785.55900618345,0
0.6628494665190547,0.5290285414864196,0.1049908828140147,1,35.567163328907256,12,3,7,1,6187.84836137976,0
0.4183951848957578,0.56991317295142,0.07933982751976786,3,13.210368174544204,10,1,7,4,9774.158617410942,0
0.31753925973294167,0.7560414866004791,0.09897005353665349,4,56.443342924422524,13,1,3,0,1202.0117826277465,0
0.8931297537843108,0.780708872008875,0.48810150934701474,2,57.14922731366598,19,2,6,4,2200.041447347205,0
0.5548447399026928,0.5065749990153553,0.7944877783630283,2,65.83341421047068,15,1,9,3,4783.63592718381,1
0.6135056409375848,0.6439113519347544,0.15580994525326008,2,71.75987365020188,8,1,0,2,9689.276771924702,1
0.31505036275730863,1.0,0.7096926204728671,4,44.15429765732257,10,3,5,3,7740.916785072956,0
0.49112345509496347,1.0,0.11635933921717487,5,23.002965124437438,3,3,5,4,8992.469012312018,1
0.6221845179419732,0.759080917418508,0.19412936579685727,2,25.947664647913612,3,2,5,4,3403.77699991035,0
0.3698012845155394,0.6595008695420501,0.07686626129183659,2,24.158493967869138,5,2,1,3,9921.180890408086,1
0.6751396036691344,0.6800078316795654,0.30689233859146337,4,21.92489265641947,16,1,7,3,1118.0448790351584,0
0.479872262016239,0.8033794931826042,1.0,0,54.79873614577181,17,3,4,3,624.4317698563982,0
0.5416612500413446,0.39430185870039863,0.2775185477430288,3,30.014418138719517,6,1,4,0,8570.466007834879,0
0.4796586775541206,0.5856558656441637,0.13286322858200525,0,49.42843729632412,16,2,1,4,9279.922215049164,0
0.9704556369017876,0.23285398153060266,0.31308168554264515,2,43.5303310956198,2,3,3,1,996.7950397064074,1
0.5973005550524132,0.7498057806513199,0.0393473532756932,2,8.026900737558329,15,2,8,0,1222.9315247838308,0
0.38845781420881986,0.8117989849256853,0.6585475306998919,1,4.343533397245672,18,2,8,0,428.42416178216075,0
0.7645089824206378,0.5292033844251565,0.20980025466097038,4,5.266740666298698,1,2,5,0,1134.6248701629686,0
0.3558312700057955,1.0,0.17899662357183055,5,21.465872645384223,19,1,8,1,2173.2561863227806,1
0.641772719000951,0.3435585842494147,0.26446882816198813,1,32.6865620053575,12,2,3,3,9703.75852720901,1
0.20806597522404485,0.28390627994754497,0.2940759159455481,4,17.03399345311231,8,1,0,4,6711.816200172836,1
0.33436279022031384,0.706112954639993,0.022344596176699493,0,44.06130293482203,6,1,1,2,7807.674952633567,0
0.6393722471738247,0.9117745756530387,0.344294018857314,6,19.446296111660814,12,1,0,2,7783.780096546069,1
0.7476933159990821,1.0,0.08309452976745314,5,35.13914876367889,7,1,7,4,5397.230122814225,0
0.634273656237994,0.5352789342827651,0.37547935838086005,1,32.35163361323773,18,2,8,1,7995.14087935887,0
0.5768703435223519,0.9196702083578239,0.5186942141945157,5,64.68866183574772,14,3,9,2,5998.4945706606995,0
0.5397792608821422,0.6403728826248232,0.4888286837986438,1,10.495181497994544,8,1,5,0,3214.0063662732405,0
0.3042956019265145,0.6068431750147951,0.24122427092247076,4,74.1683818230941,14,1,1,2,5654.9900768071675,1
0.4560311583210582,0.8709149843716681,0.22029695401398905,2,18.11300294520791,5,1,5,4,5381.735002731683,0
0.5078722458080425,0.8130807196033549,0.04625179048927527,1,3.1988621927838103,9,3,8,0,8252.185232217274,0
0.8114244452437831,0.2559019607539377,0.44795835229122843,3,25.661700191469244,8,1,2,2,9819.099452078424,0
0.6687236579136923,1.0,0.09499298073258196,3,94.80278297273615,2,2,8,4,4169.321397667212,1
0.2473919689274532,0.9950228385368629,0.20596793126991678,6,47.9041047003725,16,3,1,1,7657.567716569461,1
0.664816793878959,0.49360932462261764,0.10033739899912263,0,42.05928206882523,13,1,4,4,1087.653739977522,0
0.5229835439167366,0.7489508833593523,0.04310165847218885,3,45.90373723283041,7,3,1,1,7790.630557538057,0
0.4646155999388082,0.7735075465706848,0.2979172720427767,5,14.608130709953857,16,3,6,0,3777.027428732998,0
0.7223352577681735,0.7151684414559768,0.01675912791777491,1,36.520887527317186,7,3,9,4,489.962612607898,0
0.8061999044991902,0.512423711538645,0.4142669783754241,3,30.050046006342452,14,1,8,3,3696.1371677655543,0
0.7862560238232397,0.48209415801548716,0.11463597976616896,4,66.1813349728882,14,1,6,3,6145.363234124283,1
0.4321564953554723,0.6436114822521387,4.041062292080211e-05,2,27.82624566826695,12,2,4,3,1280.576660046519,0
0.5381575248297571,0.9431822548148412,0.21469707384133355,3,22.43446910845183,1,1,3,3,9247.94147505952,1
0.6662526862807128,0.7859000386486081,0.014395497708375653,7,6.70401205261755,1,2,3,3,868.956891401102,1
0.7951090254244718,0.5573464169784735,0.09695943297293391,1,32.8002897375123,12,1,9,1,9307.066526348346,0
0.504165152430942,0.8429246776620862,0.36825072767799694,3,35.8590366703767,15,1,7,4,7100.6614275632965,0
0.5628682046672365,0.0,0.019422241397648036,3,5.968236237189647,4,1,9,0,3364.150536600616,0
0.3787330051987943,0.9371914250930259,0.5485366692644359,1,39.063272081211515,7,1,9,3,3968.428442320023,1
0.36075867518386584,0.21507155530547512,0.001148171158918817,1,34.663590475897166,16,1,9,3,7434.012710854167,0
0.7625051644788396,0.559389764649217,0.08503685192744866,2,50.268915197675284,3,1,9,0,6054.563898723953,0
0.8712480057141645,0.37008252634346406,0.40516705389333124,2,54.24736235803807,7,1,9,0,6749.264922403958,0
0.5855979756839332,0.3263296310697736,0.11405771853592492,6,31.88558587228559,6,2,0,3,3952.729703483452,1
0.8007065795784049,0.9402066968446299,0.03223961482313805,1,9.272702317358089,16,2,4,1,4929.35346989523,1
0.6723272050095268,0.5330746996720271,0.13399580026944238,3,13.387568389107102,8,1,1,0,9899.688091975144,0
0.4709760490789751,0.736625970432679,0.09457489154662681,3,65.24255326158182,6,1,8,4,2217.836417947205,1
0.6722791211016828,0.638269855280204,0.5549028411411088,4,33.3097878624512,10,1,6,4,4236.776246569101,0
0.9076073132931939,0.7692602068057803,0.11277826358815192,2,64.92307559102115,16,1,9,1,2989.0495569822765,1
0.5928347921780097,0.6692054727650638,0.4666731473194052,3,39.9720963697446,11,1,7,2,7674.603953354514,0
0.9129287311628013,0.3292519439528576,0.6673322723112085,4,45.074712743568966,13,1,5,1,7663.724994090635,1
0.07605097918205106,0.8990667048617851,0.1706516017629889,2,48.77447232476318,6,1,8,3,2995.210063874219,1
0.7643805008750447,0.5265608542096719,0.7221942219483589,3,5.537223711811535,1,2,5,2,905.7641346665308,0
0.6174094136476342,0.26085452533506226,0.14211582316785482,2,36.139015002250524,19,1,6,3,213.18349905482006,0
0.5401985299068265,0.5429712097585219,0.9979250856506148,4,5.26002197275875,12,3,6,4,4331.760279100607,0
0.6183521553071004,1.0,0.028059072543708454,1,24.301753042450702,6,1,8,0,4162.342183924132,0
0.2024862170798214,0.8625554355283732,0.34848409339799646,3,42.803392722461005,18,3,7,3,9885.059798534643,1
